GeneID,GeneSymbol,Gene_AltReads_N2,Gene_AltReads_PRDE1,Gene_TotalReads_N2,Gene_TotalReads_PRDE1,Rate_N2,Rate_PRDE1,Log2FC
WBGene00004856,sma-2,479,416,190005,180996,0.002520986289834478,0.0022983933346593295,-0.13336255807227862
WBGene00006607,tre-1,955,746,349334,299359,0.0027337734088293724,0.002491991221242722,-0.13359468281283818
WBGene00008149,pyp-1,773,655,308991,287348,0.0025016909877633975,0.002279466013335746,-0.13420769798623353
WBGene00010786,K12D12.4,4,2,2500,1372,0.0016,0.0014577259475218659,-0.13435238662336293
WBGene00000816,csn-4,252,187,122373,99682,0.0020592777818636463,0.0018759655705142353,-0.13450510195406087
WBGene00013040,Y49E10.21,397,284,148892,116931,0.0026663621954168123,0.0024287827864296037,-0.13463929663341848
WBGene00011388,T02G6.5,24,37,7349,12438,0.003265750442237039,0.0029747547837272875,-0.13464380070519993
WBGene00006565,tfg-1,396,275,179928,137178,0.0022008803521408565,0.0020046946303343104,-0.13469822559728223
WBGene00004443,rpl-29,524,476,260113,259415,0.0020145090787465447,0.0018348977507083245,-0.13472863583486339
WBGene00023422,mrpl-21,137,140,40893,45882,0.00335020663683271,0.003051305522862996,-0.13482343991741316
WBGene00004272,rab-8,379,291,123666,104256,0.003064706548283279,0.0027912062615101287,-0.13486020057931142
WBGene00004274,rab-11.1,1278,974,429625,359517,0.002974687227233052,0.002709190385990092,-0.13487620333728917
WBGene00004927,snx-1,235,224,76477,80053,0.0030728192789989148,0.002798146228123868,-0.1350915623702645
WBGene00017828,F26F4.6,152,160,46950,54277,0.003237486687965921,0.002947841627208578,-0.13521524295325704
WBGene00018823,F54E2.1,355,220,142601,97062,0.0024894636082495917,0.002266592487276174,-0.13530989485461378
WBGene00015552,C06G3.6,27,14,10879,6196,0.0024818457578821584,0.0022595222724338285,-0.1353956794990248
WBGene00013246,Y57A10A.1,273,184,91197,67525,0.0029935195236685417,0.002724916697519437,-0.13563055306133945
WBGene00015064,B0228.7,69,70,27228,30346,0.0025341560158660204,0.002306729058195479,-0.13565678791232266
WBGene00000443,ceh-20,19,13,6698,5035,0.0028366676619886533,0.0025819265143992055,-0.13574919748992478
WBGene00008580,dsb-1,369,303,123120,111075,0.002997076023391813,0.002727886563133018,-0.13577202715660108
WBGene00219991,H21P03.11,18,13,13816,10963,0.0013028372900984366,0.0011858068047067409,-0.13578793786136403
WBGene00000780,cpn-4,61,69,25589,31804,0.002383836804877096,0.0021695384228398945,-0.1358973369779906
WBGene00010500,K02B12.7,326,276,136020,126535,0.002396706366710778,0.002181214683684356,-0.13592139488559968
WBGene00011488,nra-2,726,582,297919,262439,0.002436903990682031,0.0022176581986671187,-0.1360123886164991
WBGene00004918,snr-5,91,99,39381,47082,0.002310758995454661,0.002102714413151523,-0.1361138801575374
WBGene00044072,ham-3,532,375,164281,127261,0.0032383537962393702,0.002946700088793896,-0.13616037904003817
WBGene00015146,abi-1,550,396,241711,191265,0.0022754446425690186,0.002070425848953023,-0.136220954201278
WBGene00009172,F26F2.7,288,259,107564,106317,0.0026774757353761483,0.002436110875965274,-0.1362937037521792
WBGene00000022,abt-4,176,154,60583,58265,0.002905105392601885,0.0026430961984038443,-0.13636156884643943
WBGene00010440,ttr-51,103,215,39560,90770,0.002603640040444894,0.002368623994711909,-0.136480808894838
WBGene00007283,clec-222,28,51,12545,25119,0.0022319649262654445,0.002030335602531948,-0.1365961402979533
WBGene00015850,C16C8.12,56,38,12141,9057,0.004612470142492381,0.004195649773655736,-0.1366453164582201
WBGene00004054,AC8.1,61,66,18185,21637,0.0033544129777288976,0.003050330452465684,-0.1370947737772811
WBGene00022376,Y94H6A.3,85,72,24463,22788,0.0034746351633078527,0.00315955766192733,-0.13713890757540573
WBGene00011064,adsl-1,757,669,235280,228665,0.003217443046582795,0.0029256773008549627,-0.13714396037528886
WBGene00021269,Y23H5A.2,36,33,10869,10957,0.0033121722329561135,0.003011773295610112,-0.1371645164235271
WBGene00016249,mrpl-32,57,60,18569,21497,0.0030696321826700415,0.002791087128436526,-0.13723863441404088
WBGene00018390,F43E2.1,81,117,30227,48020,0.002679723426076025,0.002436484798000833,-0.13728288686174142
WBGene00004498,rps-29,240,255,137044,160160,0.001751262368290476,0.0015921578421578422,-0.1374118719282107
WBGene00008413,D2030.3,369,283,138724,117060,0.00265995790202128,0.0024175636425764566,-0.13784954373359756
WBGene00008669,acs-14,86,99,33814,42833,0.0025433252498964927,0.0023113020334788598,-0.13801017218678116
WBGene00011531,rsbp-1,30,45,12518,20662,0.0023965489694839433,0.002177911141225438,-0.13801332602882385
WBGene00000970,dhs-6,531,511,175403,185751,0.003027314242059714,0.0027509946110653508,-0.13808512438834344
WBGene00008196,C49C3.6,213,159,76929,63195,0.002768786803416137,0.0025160218371706625,-0.1381095266876753
WBGene00020390,T10B5.4,21,16,3121,2617,0.0067286126241589235,0.00611387084447841,-0.13822298990758486
WBGene00020921,W01C8.5,39,26,17672,12969,0.002206880941602535,0.0020047806307348292,-0.13856441898294133
WBGene00008399,D2005.4,996,794,331473,290891,0.0030047696192450064,0.0027295447435637405,-0.1385940349213153
WBGene00004246,puf-10,232,150,120947,86087,0.0019181955732676297,0.0017424233624124433,-0.1386546176119045
WBGene00020819,T26A5.2,630,374,222931,145695,0.0028259865160071953,0.0025670064175160436,-0.13866767931649515
WBGene00007109,edg-1,618,470,278265,232976,0.0022209045334483316,0.0020173751802760797,-0.13866796599539316
WBGene00194986,T27F7.4,44,25,11125,6961,0.003955056179775281,0.0035914380117799166,-0.13913657285077177
WBGene00015176,vps-51,538,399,183090,149539,0.0029384455732153585,0.0026682002688261926,-0.13918622065934236
WBGene00011920,T22C1.11,81,81,29089,32040,0.0027845577366014643,0.0025280898876404493,-0.13940044635269916
WBGene00021093,W08F4.3,158,120,100230,83849,0.0015763743390202535,0.0014311440804302973,-0.13944124719620257
WBGene00021753,Y50D7A.3,472,352,205833,169106,0.0022931211224633563,0.002081534658734758,-0.13966497959082885
WBGene00008032,C39E9.8,101,128,51163,71436,0.0019740828332975003,0.0017918136513802565,-0.1397619222068662
WBGene00012353,W09C5.7,847,638,304580,252769,0.00278087858690656,0.0025240436920666697,-0.13980387394291482
WBGene00006700,uba-2,1114,915,329600,298320,0.003379854368932039,0.003067176186645213,-0.14005004387168737
WBGene00004047,plx-1,892,626,292892,226507,0.003045491170806987,0.002763711496774934,-0.14006790093228993
WBGene00008567,acox-1.4,26,29,7678,9438,0.003386298515238343,0.003072684890866709,-0.14020933430341337
WBGene00016330,C32E12.4,174,165,45656,47723,0.003811109164184335,0.0034574523814512917,-0.14050155116710172
WBGene00044938,C27H5.9,33,19,12911,8194,0.002555960034079467,0.002318769831584086,-0.14050565733162473
WBGene00010356,famk-1,16,21,6646,9616,0.0024074631357207344,0.0021838602329450913,-0.14063318024039387
WBGene00000112,alh-6,198,176,96663,94733,0.002048353558238416,0.001857853124043364,-0.14082830338985347
WBGene00013946,ZK228.3,23,69,8141,26928,0.0028252057486795232,0.0025623885918003566,-0.14086665707797016
WBGene00022072,cpg-9,183,323,66191,128815,0.0027647263223096797,0.0025074719559057563,-0.1409031109633694
WBGene00007412,stip-1,578,440,212163,178083,0.0027243204517281524,0.0024707580173289985,-0.14094269020708491
WBGene00013680,rpom-1,415,345,152495,139798,0.0027214007016623494,0.002467846464184037,-0.1410967552971132
WBGene00045163,Y67A10A.14,54,55,9210,10345,0.005863192182410423,0.005316578057032383,-0.14118837240748283
WBGene00011408,nifk-1,527,490,208807,214113,0.0025238617479299064,0.0022885112066992662,-0.14122352780719444
WBGene00006672,twk-18,46,43,26728,27560,0.0017210416043100868,0.0015602322206095792,-0.1415212016115983
WBGene00012468,Y17G7B.17,307,353,110832,140582,0.002769958134834705,0.0025109900271727535,-0.14160787282681908
WBGene00009992,F53F4.10,271,282,131457,150903,0.0020615106080315235,0.001868750124252003,-0.14162820976778281
WBGene00000795,crn-2,66,58,22064,21390,0.0029912980420594634,0.0027115474520804112,-0.14165524476930777
WBGene00017195,glo-4,185,134,61355,49033,0.0030152391818107733,0.0027328533844553668,-0.1418643850489415
WBGene00012212,W02D9.6,14,38,6446,19306,0.0021718895439031957,0.0019683000103594738,-0.14200059912605778
WBGene00012732,Y40B1A.1,94,58,29163,19857,0.003223262352981518,0.002920884322908798,-0.1421163957442069
WBGene00012243,W04D2.4,578,443,233695,197690,0.002473309227839706,0.0022408821892862564,-0.14237582181351402
WBGene00021038,W05F2.6,234,218,111757,114915,0.002093828574496452,0.0018970543445155114,-0.14238232314941307
WBGene00018159,F37F2.2,163,123,69554,57939,0.002343502889840987,0.0021229223838865013,-0.14261494797759455
WBGene00000407,cdk-5,49,52,25048,29344,0.001956244011497924,0.001772082878953108,-0.14264025643050046
WBGene00019729,M02D8.3,68,109,16882,29875,0.004027958772657268,0.0036485355648535563,-0.14273140021602296
WBGene00001743,grp-1,304,211,128213,98250,0.0023710544172587805,0.0021475826972010177,-0.1428150875516354
WBGene00003891,osm-11,304,329,152061,181708,0.001999197690400563,0.0018105972219164814,-0.14295549392870976
WBGene00004033,pkc-2,158,188,52710,69267,0.0029975336748245115,0.0027141351581561205,-0.14328339553317876
WBGene00022195,Y71H2B.5,208,185,70320,69075,0.0029579067121729237,0.002678248280854144,-0.14328684418123003
WBGene00019219,H20J04.4,301,192,103272,72766,0.002914633201642265,0.0026385949481900887,-0.14354443680785353
WBGene00010230,rpac-19,146,91,56582,38964,0.0025803258986956982,0.0023354891694897855,-0.14382853666287979
WBGene00007583,C14B4.2,51,52,14647,16500,0.003481941694544958,0.0031515151515151517,-0.14384644633873733
WBGene00018357,moc-3,98,79,39947,35581,0.0024532505569880092,0.0022202861077541386,-0.14394899235940292
WBGene00010096,rskd-1,435,352,143455,128282,0.0030323097835558187,0.0027439547247470417,-0.1441604708511737
WBGene00003568,ncx-3,26,13,10350,5719,0.00251207729468599,0.00227312467214548,-0.14420404292923747
WBGene00018910,F56A4.2,304,1113,130254,527044,0.0023339014540820244,0.002111778143760293,-0.14428536841548792
WBGene00001893,his-19,275,113,56486,25653,0.0048684629819778355,0.00440494289166959,-0.14434305695073443
WBGene00016877,C52D10.3,10,26,3581,10291,0.0027925160569673277,0.002526479448061413,-0.1444371319946014
WBGene00020028,R12C12.8,208,82,60975,26570,0.0034112341123411234,0.00308618742943169,-0.14446808832996866
WBGene00011330,T01D3.6,47,102,14424,34601,0.0032584581253466446,0.0029478916794312303,-0.14450594147117718
WBGene00013687,exoc-8,604,500,203046,185798,0.0029746953892221466,0.0026910946296515572,-0.14454882025770505
WBGene00012576,Y37H9A.1,99,67,34127,25532,0.0029009288832888913,0.0026241579194736016,-0.14466038541783593
WBGene00000975,dhs-12,302,309,99584,112645,0.003032615681233933,0.0027431310755026855,-0.14473911862313663
WBGene00019882,R05D3.9,58,144,22295,61199,0.0026014801525005606,0.002352979623850063,-0.14484387331039303
WBGene00013391,Y62H9A.3,228,228,119512,132138,0.001907758216748109,0.0017254688280434092,-0.1448899297313196
WBGene00009441,wdr-48,415,300,198035,158282,0.0020955891635316987,0.0018953513349591236,-0.14489060608491414
WBGene00001231,eif-3.H,173,146,93493,87238,0.0018504059127421304,0.0016735826130814552,-0.14490201248953563
WBGene00008144,gasr-8,111,46,37088,16994,0.002992881794650561,0.0027068377074261503,-0.14492690883644127
WBGene00003367,mix-1,1597,1338,575748,533474,0.0027737829744957864,0.0025080884916603248,-0.14526666221811635
WBGene00197595,R12E2.18,39,54,20260,31036,0.0019249753208292202,0.001739914937491945,-0.14582317379533238
WBGene00189958,F45H11.8,204,189,69322,71056,0.002942788725080061,0.0026598739022742623,-0.145826116062699
WBGene00009246,gfm-1,881,1002,303139,381511,0.00290625752542563,0.0026263987145849006,-0.1460765978705117
WBGene00007577,nrde-1,408,290,142499,112083,0.0028631779872139453,0.0025873682895711215,-0.1461319332892839
WBGene00009440,idhg-1,377,342,168572,169226,0.00223643309683696,0.0020209660454067343,-0.1461545176364717
WBGene00009632,ttyh-1,101,79,33816,29271,0.0029867518334516204,0.002698917016842609,-0.14619675120341627
WBGene00001457,flp-14,57,87,24661,41656,0.0023113417947366287,0.0020885346648742077,-0.14623952815369518
WBGene00001869,him-10,3208,2481,421580,360824,0.007609469139902273,0.006875928430481342,-0.14624128206676587
WBGene00001324,eor-1,289,200,103494,79265,0.0027924324115407655,0.002523181732164259,-0.14627824175398352
WBGene00000218,asp-5,1015,1048,471124,538469,0.0021544221903363023,0.001946258744700252,-0.14659747317945054
WBGene00012375,mecr-1,556,511,159448,162225,0.0034870302543776027,0.003149946062567422,-0.1466717562228925
WBGene00006410,nck-1,114,85,40168,33158,0.0028380800637323243,0.0025634839254478556,-0.14680943794194323
WBGene00011411,sel-13,410,368,117707,116983,0.0034832252967113256,0.0031457562209893744,-0.14701691610114212
WBGene00000262,bra-1,15,19,6828,9577,0.0021968365553602814,0.001983919807873029,-0.14707382559170842
WBGene00019060,acox-3,47,77,16100,29209,0.002919254658385093,0.0026361737820534766,-0.14715458951460234
WBGene00021048,W05H9.1,207,303,76764,124434,0.0026965765202438645,0.0024350257968079464,-0.147191917129162
WBGene00019326,K02F3.2,411,408,167486,184139,0.0024539364484195696,0.0022157174742993063,-0.14732395148971125
WBGene00001478,fmo-3,26,54,7423,17075,0.0035026269702276708,0.0031625183016105417,-0.14736352053850385
WBGene00013735,Y111B2A.12,1046,827,320132,280339,0.003267402196593905,0.002949999821644509,-0.1474291851133859
WBGene00013193,Y54E2A.8,179,183,66664,75493,0.002685107404296172,0.002424065807425854,-0.14755093220126242
WBGene00006918,vha-9,142,124,107104,103600,0.0013258141619360622,0.001196911196911197,-0.14756245089255582
WBGene00021522,nhr-274,91,58,40554,28632,0.002243921684667357,0.0020257055043308185,-0.14759787380976808
WBGene00000497,chs-2,9,10,1507,1855,0.005972130059721301,0.005390835579514825,-0.14773667646529173
WBGene00020036,R12E2.11,622,766,216239,295025,0.0028764468944085016,0.0025963901364291163,-0.14778065455226722
WBGene00014541,W04D2.7,4,4,2123,2352,0.0018841262364578427,0.0017006802721088435,-0.14778368893098684
WBGene00201858,W04D2.14,4,4,2123,2352,0.0018841262364578427,0.0017006802721088435,-0.14778368893098684
WBGene00013677,yars-1,272,268,121080,132182,0.002246448629005616,0.002027507527499962,-0.14793880047056043
WBGene00045515,ZK1037.13,46,44,6085,6450,0.007559572719802793,0.006821705426356589,-0.14817223501660373
WBGene00011559,umps-1,1087,835,312179,265752,0.0034819766864523237,0.003142027153135254,-0.14821089513240604
WBGene00019511,lido-8,103,156,38738,65023,0.0026588879136764934,0.0023991510696215186,-0.1482989571388129
WBGene00010810,M01F1.4,204,170,81696,75452,0.002497062279670975,0.0022530880559826117,-0.14832810563451135
WBGene00013919,ZC506.1,90,61,44318,33294,0.0020307775621643577,0.0018321619511023008,-0.14848519123834014
WBGene00004312,rba-1,635,427,262528,195676,0.002418789614822038,0.0021821787035712094,-0.1485160377681594
WBGene00016960,vps-33.2,426,300,170114,132797,0.002504203063827786,0.0022590871781742058,-0.14861160859652237
WBGene00015554,C06G3.8,78,81,24421,28112,0.003193972400802588,0.0028813318155947636,-0.14861603489983022
WBGene00019833,R02F2.4,165,147,58690,57961,0.0028113818367694666,0.0025361881264988526,-0.14861764719312823
WBGene00021421,Y38F2AR.3,164,136,66921,61518,0.002450650767322664,0.002210735069410579,-0.14863876052726863
WBGene00004735,sbp-1,162,204,47633,66502,0.00340100350597275,0.0030675769149800004,-0.14886097547096114
WBGene00022822,ZK813.3,501,491,249915,271559,0.002004681591741192,0.0018080785391019999,-0.14891576152272268
WBGene00006755,unc-16,960,781,407085,367204,0.0023582298537160543,0.0021268831494210302,-0.14896356878442593
WBGene00000995,die-1,217,138,79710,56207,0.002722368586124702,0.002455210205134592,-0.14901586148474272
WBGene00013308,nuo-3,266,301,137669,172744,0.0019321706411755733,0.001742462835178067,-0.14909462723348124
WBGene00303007,Y57G11C.1147,266,301,137669,172744,0.0019321706411755733,0.001742462835178067,-0.14909462723348124
WBGene00005021,sqv-3,110,64,45366,29272,0.002424723361107437,0.002186389723968297,-0.14926957397688534
WBGene00185067,Y54G11A.17,108,125,38122,48933,0.0028330098106080477,0.002554513314123393,-0.1492871426403953
WBGene00009924,cfp-1,808,721,270513,267709,0.002986917449438659,0.002693222865125939,-0.14932374759978942
WBGene00220010,K07G5.7,121,83,41194,31347,0.002937320969073166,0.002647781286885507,-0.14971696451842667
WBGene00009300,F31F6.1,26,25,10956,11687,0.0023731288791529756,0.0021391289466929065,-0.14976700131652895
WBGene00002196,kin-10,591,531,208547,207963,0.0028338935587661294,0.002553338815077682,-0.15040058280638488
WBGene00022053,cisd-3.2,134,154,69637,88833,0.0019242643996725877,0.0017335899947091733,-0.1505443111762386
WBGene00018892,cir-1,1925,1508,571037,496556,0.003371060018877936,0.0030369182932035864,-0.15059421949273663
WBGene00009678,magu-4,68,77,22381,28134,0.0030382914078906217,0.0027369019691476505,-0.1507164869884372
WBGene00020994,W03F8.4,81,62,47833,40651,0.0016933915915790354,0.0015251777324051068,-0.1509382576062721
WBGene00001892,his-18,477,264,249965,153605,0.0019082671574020362,0.0017186940529279645,-0.1509504112290653
WBGene00002254,lbp-2,2158,1761,775114,702290,0.0027841065959329854,0.002507511142120776,-0.15095833768211012
WBGene00021104,W09B6.4,155,128,50165,45999,0.0030898036479617263,0.002782669188460619,-0.1510457528801283
WBGene00004876,smf-1,17,24,4283,6714,0.003969180480971282,0.0035746201966041107,-0.15105120033569122
WBGene00020287,lsy-13,495,534,169380,202941,0.002922422954303932,0.002631306635918814,-0.1513856096678755
WBGene00005445,srh-238,140,10,38622,3064,0.003624877013101341,0.0032637075718015664,-0.1514202497516943
WBGene00009978,F53E4.1,223,202,73476,73928,0.0030350046273613152,0.0027323882696677847,-0.1515362123755356
WBGene00008880,F16B12.4,67,59,22099,21616,0.003031811394180732,0.002729459659511473,-0.15156463305102658
WBGene00000093,agt-1,116,105,26598,26744,0.004361230167681781,0.003926114268620999,-0.15163296919243188
WBGene00001000,dim-1,410,588,208743,332567,0.001964137719588202,0.0017680647809313612,-0.15172495549405382
WBGene00015920,eif-3.L,453,373,172471,157764,0.0026265285178377813,0.0023642909662533913,-0.1517496541793589
WBGene00022633,ZC581.3,99,92,38737,39991,0.002555696104499574,0.0023005176164637045,-0.15175779285018115
WBGene00001788,gst-40,45,66,16686,27190,0.002696871628910464,0.0024273630011033467,-0.15189697781550068
WBGene00001813,haf-3,312,283,125125,126103,0.0024935064935064934,0.0022441972038730242,-0.15197650486869171
WBGene00010912,gmps-1,439,408,183758,189761,0.0023890116348675976,0.0021500729865462343,-0.15202824548124635
WBGene00008459,mrpl-53,144,132,44181,45001,0.003259319617029945,0.0029332681495966755,-0.15206186980084188
WBGene00012472,Y17G7B.21,561,406,170643,137305,0.0032875652678398763,0.0029569207239357634,-0.15292397160383628
WBGene00018893,wdr-12,430,397,149370,153331,0.0028787574479480485,0.0025891698351931444,-0.1529566374352272
WBGene00014176,ZK1010.2,312,275,106030,103911,0.0029425634254456284,0.0026464955586992713,-0.15299027928038914
WBGene00019403,K05B2.2,52,23,11628,5719,0.004471964224286206,0.004021682112257388,-0.15310959615112954
WBGene00013729,Y111B2A.3,591,422,257128,204182,0.0022984661335988302,0.002066783555847234,-0.15328409887473335
WBGene00219886,F09E10.15,30,15,42381,23572,7.078643731860976e-4,6.363482097403699e-4,-0.15365654210976679
WBGene00006724,ubh-4,537,469,178383,173306,0.0030103765493348584,0.0027061959770579205,-0.15367763599052572
WBGene00004283,rab-33,259,201,81677,70526,0.003171027339397872,0.0028500127612511696,-0.15398193674574698
WBGene00010702,usp-33,70,71,22278,25144,0.0031421132956279737,0.002823735284759784,-0.15413035366313882
WBGene00000767,coq-8,464,439,207515,218513,0.0022359829409922174,0.002009033787463446,-0.15440735426966606
WBGene00001602,gln-1,57,56,18807,20566,0.0030307864093156805,0.002722940776038121,-0.15452657956414437
WBGene00009404,F35C11.5,251,172,104944,80057,0.002391751791431621,0.0021484692156838255,-0.15475857327523912
WBGene00015972,C18E3.3,108,112,34172,39453,0.0031604822661828397,0.002838820875472081,-0.1548528993236058
WBGene00015250,B0546.3,138,53,43602,18644,0.0031649924315398374,0.002842737609954945,-0.15492110804847567
WBGene00009482,F36G3.1,77,100,28450,41141,0.0027065026362038665,0.0024306652730852435,-0.15507855976471044
WBGene00011451,T04H1.5,184,138,64470,53841,0.002854040639056926,0.002563102468379116,-0.1551147214616751
WBGene00022166,Y71H2AM.1,134,136,48201,54475,0.0027800253106782017,0.0024965580541532815,-0.1551575629714823
WBGene00004506,rpt-6,1282,1126,413584,404519,0.0030997330651089017,0.002783552812105241,-0.15521652693286922
WBGene00007193,B0491.6,181,146,73634,66144,0.0024581035934486788,0.0022073052733430094,-0.1552595473048087
WBGene00008341,ttr-44,13,64,6068,33269,0.0021423862887277522,0.0019237127656376808,-0.15532522977120206
WBGene00018046,coa-3,45,35,23066,19981,0.0019509234370935576,0.001751664080876833,-0.1554310275173041
WBGene00019778,M57.2,400,377,131886,138443,0.0030329223723518798,0.002723142376284825,-0.15543615869411304
WBGene00013587,Y80D3A.9,114,84,31535,25883,0.0036150309180275884,0.0032453734111192673,-0.15562350248907111
WBGene00045164,F59C6.15,136,191,23526,36804,0.005780838221542124,0.005189653298554505,-0.1556405379650211
WBGene00013732,aakg-1,452,429,170300,180095,0.0026541397533763945,0.0023820761264887976,-0.15602481797659135
WBGene00010307,skat-1,171,137,77974,69618,0.0021930387052094286,0.001967881869631417,-0.15628765508666095
WBGene00006913,vha-4,306,292,137362,146089,0.0022276903364831613,0.0019987815646626372,-0.15642788571863792
WBGene00015670,C10B5.1,104,50,28118,15068,0.003698698342698627,0.0033182904167772765,-0.15657748589214593
WBGene00008174,C48B4.11,73,51,33638,26197,0.0021701646946905287,0.001946787800129786,-0.15670889467554439
WBGene00020783,blos-4,8,5,5266,3669,0.0015191796429927839,0.001362769146906514,-0.15675128831511764
WBGene00012208,W02D9.2,39,34,21453,20851,0.0018179275625786603,0.0016306172365833772,-0.15687654448317578
WBGene00004282,rab-30,51,58,16855,21371,0.0030258083654701867,0.002713958167610313,-0.15692213623673493
WBGene00011000,R03G8.6,73,57,24459,21294,0.0029845864507952085,0.0026768103691180616,-0.15701610409704259
WBGene00017108,cyp-43A1,20,19,6550,6939,0.0030534351145038168,0.0027381467070183023,-0.15723344148894852
WBGene00017969,F32A5.3,57,72,19792,27880,0.002879951495553759,0.002582496413199426,-0.15727816850184492
WBGene00006392,taf-10,92,75,34146,31043,0.0026943126574122886,0.0024160036078987213,-0.15729466677611695
WBGene00001007,dli-1,364,326,156117,155951,0.002331584644849696,0.0020904001898032075,-0.15753164484724982
WBGene00021518,hpo-6,17,23,5628,8493,0.0030206112295664534,0.002708112563287413,-0.157552806583697
WBGene00018217,F40A3.2,81,92,30273,38358,0.0026756515707065704,0.0023984566452891183,-0.15778389576250093
WBGene00023485,ttr-49,9,30,4634,17232,0.0019421665947345706,0.0017409470752089136,-0.15779461151317967
WBGene00012734,Y40B1A.3,186,130,69828,54451,0.0026636879188864067,0.002387467631448458,-0.1579438906321208
WBGene00018637,F49E8.6,17,2,7709,1012,0.0022052146841354263,0.001976284584980237,-0.1581284032575539
WBGene00001865,him-6,560,380,236027,178715,0.002372609913272634,0.0021262904624681756,-0.15813623286337222
WBGene00022369,Y92H12BR.3,425,336,203410,179447,0.0020893761368664275,0.0018724191544021353,-0.1581688061739611
WBGene00020340,T08B1.1,156,160,52587,60189,0.002966512636202864,0.0026582930435793918,-0.15826777566164663
WBGene00008860,romo-1,72,78,25162,30423,0.0028614577537556633,0.002563849718962627,-0.15843860694459805
WBGene00014096,ZK829.7,325,296,128179,130293,0.002535516738311268,0.0022718027829584093,-0.15844219969059817
WBGene00206516,F53E4.2,29,28,5691,6133,0.0050957652433667195,0.0045654655144301325,-0.15853684457802728
WBGene00016716,acs-17,25,27,11194,13495,0.0022333392889047703,0.0020007410151908116,-0.1586680115698174
WBGene00012930,obr-1,288,350,103498,140406,0.002782662466907573,0.002492770964203809,-0.15871558827913382
WBGene00017369,F10G7.5,36,9,8953,2499,0.004020998547972747,0.003601440576230492,-0.1589797151474628
WBGene00003995,pgp-1,120,37,45121,15534,0.0026595155249218767,0.0023818720226599717,-0.15906755904487055
WBGene00011830,cyp-29A2,21,22,5352,6261,0.003923766816143498,0.003513815684395464,-0.15920078938099336
WBGene00006914,vha-5,443,509,169877,217974,0.002607769150620743,0.0023351408883628324,-0.15930656640905963
WBGene00008922,F17C11.11,370,396,97659,116726,0.0037886933103963793,0.003392560355019447,-0.1593258783590345
WBGene00006735,ula-1,235,193,89627,82230,0.0026219777522398383,0.0023470752766630186,-0.15979133069482793
WBGene00013808,sfa-1,829,670,309050,279035,0.0026824138488917653,0.0024011324744207716,-0.15981683505890604
WBGene00004025,phy-2,97,123,34166,48406,0.0028390797869226716,0.0025410073131429986,-0.16002286628067047
WBGene00012802,set-25,918,617,393146,295260,0.0023350104032598576,0.002089683668631037,-0.1601444105700007
WBGene00012113,T28B8.1,109,123,32980,41592,0.0033050333535476046,0.0029572994806693594,-0.16038448099418293
WBGene00018513,F46F11.10,114,80,38256,30015,0.0029799247176913427,0.0026653339996668335,-0.16095955208001098
WBGene00044077,tag-232,401,306,146822,125272,0.00273119832177739,0.0024426847180535156,-0.16106641275660963
WBGene00016188,sec-15,101,66,38434,28083,0.0026278815631992506,0.0023501762632197414,-0.1611312928837005
WBGene00003247,mig-15,235,157,95165,71093,0.002469395260862712,0.0022083749454939305,-0.1611726396188825
WBGene00012095,pssy-2,336,254,123700,104571,0.0027162489894907034,0.002428971703435943,-0.16127004944731557
WBGene00016157,ari-1.2,214,163,111085,94661,0.0019264527163883514,0.0017219340594331351,-0.1619168798203431
WBGene00021334,vps-4,273,234,114674,109974,0.0023806617018679037,0.0021277756560641606,-0.16201657749740833
WBGene00017294,F09E10.1,21,9,7221,3463,0.0029081844619858743,0.0025989026855327752,-0.16221616633802305
WBGene00018679,F52C12.2,289,182,90636,63872,0.003188578489783309,0.002849448897795591,-0.16223047537246604
WBGene00219425,Y54G2A.73,271,214,94407,83437,0.002870549853294777,0.002564809377134844,-0.1624755061247717
WBGene00015488,C05D11.13,58,78,17214,25912,0.0033693505286394795,0.0030101883297313984,-0.1626167755706899
WBGene00019381,K04C2.3,309,232,109615,92129,0.002818957259499156,0.002518208164638713,-0.16276405757198562
WBGene00000982,dhs-19,14,27,6516,14069,0.002148557397176182,0.0019191129433506291,-0.1629286988875522
WBGene00016741,C48B6.3,118,117,60718,67407,0.0019434105207681413,0.0017357247763585383,-0.1630524778306443
WBGene00007122,B0250.5,219,280,100657,144099,0.0021757056141152625,0.0019431085573112928,-0.16311686113502818
WBGene00012983,men-1,535,584,248481,303734,0.0021530821270036742,0.0019227350247255823,-0.16324339440519817
WBGene00015130,vps-33.1,238,180,90071,76300,0.0026423599160662146,0.00235910878112713,-0.16358504519949915
WBGene00002297,ect-2,774,519,358396,269194,0.002159622317213362,0.001927977592368329,-0.163690746413543
WBGene00017286,F09E5.8,151,131,51109,49669,0.0029544698585376354,0.002637459985101371,-0.16375007486236406
WBGene00002080,xpo-3,542,425,218494,191956,0.002480617316722656,0.002214049052907958,-0.1640120029305083
WBGene00004190,pars-2,120,86,38236,30702,0.003138403598702793,0.0028011204481792717,-0.1640268741859207
WBGene00018872,F55C12.5,877,624,319809,254962,0.002742261787504417,0.0024474235376252145,-0.16410251537624124
WBGene00007331,pho-11,110,706,42258,303901,0.002603057409247953,0.0023231249650379564,-0.1641403687011664
WBGene00008687,F11A10.6,146,101,64797,50230,0.0022531907341389263,0.0020107505474815848,-0.16423533101128895
